order_id,order_date,supplier_id,product_id,category,region,quantity_ordered,unit_cost,promised_lead_time_days,actual_lead_time_days,defect_rate_pct,stock_on_hand,avg_daily_demand,demand_std_dev,reorder_point
ORD_000457,2023-12-23,SUP_008,PRD_0066,Industrial,Central,240,78.17,16,17,1.81,869,37.1,8.88,80
ORD_000458,2023-12-31,SUP_015,PRD_0070,Pharma,East,27,195.69,19,19,4.55,1443,23.4,8.91,196
ORD_000459,2023-02-10,SUP_009,PRD_0097,FMCG,West,274,17.49,7,9,7.12,181,16.2,9.64,189
ORD_000460,2023-12-09,SUP_009,PRD_0075,FMCG,Central,37,180.91,5,7,4.28,22,29.2,7.93,140
ORD_000461,2023-10-21,SUP_013,PRD_0038,FMCG,South,28,139.62,13,13,4.78,622,44.2,8.67,35
ORD_000462,2023-11-19,SUP_010,PRD_0007,FMCG,Central,23,58.79,18,19,0.66,1035,6.5,11.86,84
ORD_000463,2023-03-09,SUP_005,PRD_0002,Electronics,Central,99,182.21,11,11,5.91,1349,27.9,12.21,86
ORD_000464,2023-12-25,SUP_013,PRD_0068,Electronics,East,53,193.53,10,11,4.76,315,50.6,11.42,125
ORD_000465,2023-07-16,SUP_012,PRD_0082,Apparel,South,186,12.76,10,11,2.12,237,5.0,7.23,141
ORD_000466,2023-06-04,SUP_013,PRD_0069,Apparel,West,209,95.97,18,20,1.16,890,2.7,13.94,134
ORD_000467,2023-07-15,SUP_011,PRD_0006,Electronics,Central,191,191.32,13,20,3.45,1335,51.8,5.36,88
ORD_000468,2023-02-20,SUP_007,PRD_0060,Apparel,Central,109,104.95,11,12,5.42,368,20.2,0.65,22
ORD_000469,2023-02-04,SUP_009,PRD_0014,Industrial,East,122,145.6,3,3,2.02,69,3.4,1.83,172
ORD_000470,2023-12-03,SUP_011,PRD_0016,Electronics,North,76,76.44,9,16,6.11,1326,34.8,14.52,48
ORD_000471,2023-12-23,SUP_008,PRD_0085,Electronics,West,151,154.33,8,8,5.54,1367,46.7,5.19,61
ORD_000472,2023-02-07,SUP_007,PRD_0050,FMCG,North,142,191.21,11,13,2.12,902,6.0,14.7,71
ORD_000473,2023-11-09,SUP_008,PRD_0014,Apparel,Central,230,45.24,15,15,5.15,904,43.5,2.0,38
ORD_000474,2023-02-06,SUP_013,PRD_0058,Electronics,West,86,131.27,21,23,0.01,77,40.5,4.36,199
ORD_000475,2023-06-18,SUP_009,PRD_0091,Industrial,West,233,81.97,15,16,5.82,143,33.3,0.55,196
ORD_000476,2023-09-04,SUP_015,PRD_0046,FMCG,East,215,12.93,6,7,7.98,1325,7.3,8.25,107
ORD_000477,2023-02-11,SUP_005,PRD_0083,Apparel,South,293,9.79,17,19,3.07,391,19.3,6.16,47
ORD_000478,2023-11-19,SUP_015,PRD_0081,Industrial,South,81,9.07,14,15,0.2,1214,15.8,6.14,158
ORD_000479,2023-11-26,SUP_014,PRD_0058,Electronics,North,183,13.1,12,13,6.3,87,25.5,3.57,187
ORD_000480,2023-12-08,SUP_011,PRD_0069,Apparel,Central,129,185.11,19,20,0.3,289,30.4,0.78,178
ORD_000481,2023-01-24,SUP_003,PRD_0002,Apparel,North,167,164.51,10,12,0.78,1251,11.9,9.07,47
ORD_000482,2023-02-28,SUP_010,PRD_0029,Electronics,South,228,68.79,18,19,6.69,1389,25.3,2.25,195
ORD_000483,2023-10-22,SUP_014,PRD_0028,Electronics,Central,98,68.43,20,20,0.97,289,45.9,2.94,114
ORD_000484,2023-10-11,SUP_015,PRD_0075,Electronics,South,61,158.63,8,8,5.06,770,47.1,0.73,144
ORD_000485,2023-02-11,SUP_015,PRD_0012,Pharma,East,223,139.31,3,2,6.34,974,42.2,3.49,183
ORD_000486,2023-05-19,SUP_004,PRD_0023,Pharma,North,102,144.01,19,20,4.9,180,38.4,11.85,109
ORD_000487,2023-08-03,SUP_004,PRD_0016,Pharma,North,195,172.82,3,4,7.89,1039,14.7,11.67,188
ORD_000488,2023-04-17,SUP_002,PRD_0020,Industrial,West,100,33.63,11,10,7.38,110,39.4,4.63,131
ORD_000489,2023-05-09,SUP_015,PRD_0098,Industrial,North,63,148.6,13,14,7.4,360,11.2,0.92,151
ORD_000490,2023-03-01,SUP_012,PRD_0057,Pharma,Central,176,84.98,5,9,5.98,667,15.3,2.1,78
ORD_000491,2023-02-20,SUP_014,PRD_0026,Industrial,South,47,95.26,10,12,3.88,892,10.4,13.95,136
ORD_000492,2023-04-02,SUP_008,PRD_0093,Apparel,East,148,42.04,15,15,1.02,1417,35.0,4.57,48
ORD_000493,2023-08-27,SUP_013,PRD_0044,Apparel,East,90,158.33,17,17,5.1,1252,54.5,8.88,161
ORD_000494,2023-04-28,SUP_009,PRD_0063,Apparel,Central,252,167.72,5,5,2.23,1495,26.8,13.15,83
ORD_000495,2023-06-17,SUP_015,PRD_0076,Apparel,Central,12,84.72,16,17,0.35,963,44.5,7.81,128
ORD_000496,2023-09-29,SUP_013,PRD_0090,Electronics,West,263,49.62,15,16,4.47,25,42.2,6.4,75
ORD_000497,2023-03-09,SUP_011,PRD_0012,Electronics,West,166,34.04,14,14,3.67,1168,45.3,0.85,136
ORD_000498,2023-08-26,SUP_007,PRD_0024,FMCG,West,10,172.36,7,11,0.57,1414,21.3,0.97,129
ORD_000499,2023-05-19,SUP_004,PRD_0088,Electronics,Central,181,147.68,20,21,0.44,1381,23.1,1.25,118
ORD_000500,2023-07-07,SUP_006,PRD_0047,Apparel,Central,44,113.03,17,18,6.19,283,58.9,3.96,49
ORD_000501,2023-11-29,SUP_013,PRD_0075,Apparel,South,174,71.84,18,20,2.14,1393,26.5,1.29,115
ORD_000502,2023-06-26,SUP_009,PRD_0016,Industrial,Central,282,180.09,17,18,3.62,753,48.4,14.21,36
ORD_000503,2023-04-07,SUP_007,PRD_0023,FMCG,North,65,34.62,17,16,0.9,303,30.8,13.19,153
ORD_000504,2023-11-18,SUP_011,PRD_0070,Apparel,West,187,85.19,3,3,5.9,43,18.9,1.41,79
ORD_000505,2023-09-24,SUP_006,PRD_0084,FMCG,West,281,168.7,13,13,3.56,622,34.9,13.53,98
ORD_000506,2023-03-29,SUP_006,PRD_0037,Electronics,South,190,58.31,11,11,7.65,1266,55.6,10.82,93
ORD_000507,2023-04-04,SUP_012,PRD_0086,Apparel,South,131,25.15,8,12,7.95,1176,9.3,4.28,67
ORD_000508,2023-04-16,SUP_011,PRD_0041,FMCG,South,200,90.79,20,22,7.8,1092,19.5,13.85,123
ORD_000509,2023-09-13,SUP_015,PRD_0041,Apparel,North,289,195.17,7,14,2.65,1444,19.1,13.49,166
ORD_000510,2023-12-08,SUP_012,PRD_0057,FMCG,North,255,180.23,7,9,1.12,1128,8.8,0.86,178
ORD_000511,2023-04-23,SUP_006,PRD_0008,Pharma,South,279,45.98,17,17,7.49,569,13.4,1.71,134
ORD_000512,2023-12-13,SUP_007,PRD_0025,Industrial,East,271,188.79,5,12,7.27,739,25.1,10.88,129
ORD_000513,2023-07-09,SUP_005,PRD_0045,FMCG,East,238,175.11,15,15,0.7,1490,53.5,11.25,126
ORD_000514,2023-08-15,SUP_012,PRD_0055,Industrial,South,54,30.44,12,12,2.43,1075,59.2,1.46,171
ORD_000515,2023-07-12,SUP_011,PRD_0035,Industrial,South,294,93.5,5,4,4.54,280,13.6,12.57,94
ORD_000516,2023-10-11,SUP_014,PRD_0039,Pharma,East,262,112.74,18,17,3.71,54,47.9,2.73,96
ORD_000517,2023-11-24,SUP_011,PRD_0037,Industrial,South,261,181.55,18,18,5.16,58,8.9,4.52,37
ORD_000518,2023-11-03,SUP_010,PRD_0056,FMCG,West,71,75.89,14,15,5.86,35,51.0,2.86,34
ORD_000519,2023-03-16,SUP_012,PRD_0018,FMCG,South,37,55.99,13,14,3.36,729,4.8,4.73,183
ORD_000520,2023-02-09,SUP_011,PRD_0024,Electronics,Central,95,109.66,19,19,6.98,1402,48.4,4.44,198
ORD_000521,2023-12-19,SUP_010,PRD_0046,Apparel,North,80,104.6,14,13,2.98,993,25.9,13.85,61
ORD_000522,2023-02-22,SUP_004,PRD_0025,Pharma,Central,279,169.52,9,9,5.7,1438,45.9,2.15,137
ORD_000523,2023-02-09,SUP_015,PRD_0003,Industrial,East,169,138.83,6,8,1.11,905,53.6,9.17,107
ORD_000524,2023-03-30,SUP_014,PRD_0016,Apparel,South,82,138.23,12,11,2.46,429,9.6,1.64,196
ORD_000525,2023-02-27,SUP_008,PRD_0097,Industrial,North,110,23.35,5,4,6.34,1051,36.4,7.3,84
ORD_000526,2023-01-23,SUP_001,PRD_0097,Electronics,North,115,118.35,5,5,1.6,1373,22.4,1.82,91
ORD_000527,2023-10-24,SUP_014,PRD_0065,Pharma,South,268,114.91,14,14,0.79,1184,46.3,8.17,69
ORD_000528,2023-05-25,SUP_009,PRD_0001,Electronics,South,268,170.56,8,12,3.8,1429,36.2,6.88,47
ORD_000529,2023-04-03,SUP_007,PRD_0028,Pharma,South,218,24.34,14,21,7.88,253,29.0,8.04,146
ORD_000530,2023-07-04,SUP_001,PRD_0011,FMCG,West,69,78.19,12,13,3.66,638,41.8,12.7,77
ORD_000531,2023-10-11,SUP_014,PRD_0055,Apparel,North,253,187.94,16,16,2.94,26,59.9,7.63,46
ORD_000532,2023-07-22,SUP_011,PRD_0011,Electronics,South,212,81.32,17,18,4.72,208,45.0,13.44,63
ORD_000533,2023-02-03,SUP_006,PRD_0026,Pharma,West,72,48.11,14,21,3.4,1022,18.2,10.85,168
ORD_000534,2023-10-31,SUP_013,PRD_0083,Industrial,East,253,134.0,11,13,7.6,992,31.7,2.64,136
ORD_000535,2023-02-25,SUP_008,PRD_0030,Apparel,North,60,148.08,6,6,6.64,1020,41.3,14.6,117
ORD_000536,2023-11-06,SUP_010,PRD_0080,Electronics,North,276,153.98,13,13,6.34,413,19.0,7.72,149
ORD_000537,2023-05-14,SUP_014,PRD_0070,Pharma,North,26,198.16,20,20,7.04,243,24.3,5.06,116
ORD_000538,2023-08-15,SUP_003,PRD_0072,FMCG,South,261,87.27,17,16,2.5,796,30.3,2.09,192
ORD_000539,2023-09-09,SUP_010,PRD_0061,Industrial,Central,90,102.32,20,22,3.13,1013,36.3,5.98,193
ORD_000540,2023-06-30,SUP_001,PRD_0076,Electronics,South,197,71.08,12,12,5.94,55,46.4,9.56,117
ORD_000541,2023-02-19,SUP_006,PRD_0053,FMCG,North,135,51.03,16,16,5.18,1213,6.9,10.48,98
ORD_000542,2023-02-28,SUP_009,PRD_0042,Electronics,West,226,114.47,13,13,7.21,546,3.2,7.31,25
ORD_000543,2023-06-12,SUP_006,PRD_0074,Electronics,West,61,138.79,15,16,1.65,1017,31.2,11.59,106
ORD_000544,2023-03-27,SUP_007,PRD_0026,Industrial,North,284,44.39,12,12,2.12,608,59.8,6.33,77
ORD_000545,2023-11-16,SUP_010,PRD_0013,Pharma,East,149,15.32,5,7,6.41,973,26.8,5.54,39
ORD_000546,2023-11-30,SUP_005,PRD_0056,Pharma,East,112,84.03,12,13,2.01,1055,28.3,11.57,66
ORD_000547,2023-01-10,SUP_010,PRD_0064,Apparel,West,147,187.56,19,23,4.26,1258,51.5,13.65,164
ORD_000548,2023-11-17,SUP_006,PRD_0060,Apparel,South,87,149.79,4,5,6.12,891,25.8,12.97,36
ORD_000549,2023-11-21,SUP_005,PRD_0037,Apparel,East,130,82.36,9,13,0.91,393,3.6,12.06,99
ORD_000550,2023-08-26,SUP_007,PRD_0055,Electronics,South,91,56.0,18,19,0.23,568,40.2,3.05,30
ORD_000551,2023-09-06,SUP_015,PRD_0011,FMCG,Central,162,173.7,3,2,7.2,833,54.0,10.24,43
ORD_000552,2023-07-23,SUP_010,PRD_0095,Pharma,North,277,133.51,7,7,4.64,1075,16.6,13.33,80
ORD_000553,2023-11-04,SUP_006,PRD_0043,Pharma,West,130,187.23,6,8,1.74,218,12.2,14.56,132
ORD_000554,2023-07-29,SUP_001,PRD_0063,Pharma,East,67,64.67,11,15,3.39,1398,16.3,4.53,57
ORD_000555,2023-07-05,SUP_014,PRD_0040,Electronics,Central,27,168.61,18,20,5.3,111,42.1,11.94,81
ORD_000556,2023-05-10,SUP_011,PRD_0090,FMCG,North,283,173.66,20,20,6.86,795,2.5,14.43,85
ORD_000557,2023-06-04,SUP_013,PRD_0031,FMCG,South,92,183.35,5,9,5.05,1319,25.6,0.99,40
ORD_000558,2023-09-09,SUP_015,PRD_0043,Industrial,North,92,140.3,18,20,4.05,720,26.4,11.07,160
ORD_000559,2023-06-17,SUP_013,PRD_0007,Apparel,West,79,2.61,17,19,1.6,625,20.2,1.69,60
ORD_000560,2023-05-08,SUP_013,PRD_0084,Apparel,Central,220,158.94,19,21,2.56,979,52.7,2.44,64
ORD_000561,2023-12-18,SUP_013,PRD_0037,Apparel,North,222,74.78,21,23,3.15,772,56.8,13.32,77
ORD_000562,2023-01-11,SUP_011,PRD_0079,Apparel,North,246,41.26,3,7,5.61,345,4.9,9.46,173
ORD_000563,2023-05-14,SUP_006,PRD_0022,Pharma,North,17,144.28,7,6,3.48,929,50.0,7.67,77
ORD_000564,2024-01-01,SUP_014,PRD_0035,FMCG,West,205,27.78,9,9,6.85,1228,14.5,12.45,193
ORD_000565,2023-04-07,SUP_013,PRD_0019,Electronics,East,144,48.63,16,16,3.61,508,23.4,10.42,137
ORD_000566,2023-02-13,SUP_014,PRD_0042,Industrial,South,206,142.27,3,4,5.89,524,6.2,8.58,33
ORD_000567,2023-06-20,SUP_006,PRD_0078,Pharma,North,12,52.22,10,11,4.96,619,58.7,10.23,53
ORD_000568,2023-10-14,SUP_005,PRD_0022,Pharma,West,183,175.82,4,5,1.06,649,43.2,6.78,86
ORD_000569,2023-03-01,SUP_003,PRD_0064,FMCG,East,230,58.02,13,12,7.02,1255,50.1,13.94,152
ORD_000570,2023-06-10,SUP_006,PRD_0095,Industrial,South,294,170.9,16,20,5.26,901,5.1,2.66,78
ORD_000571,2023-04-04,SUP_003,PRD_0091,Industrial,West,69,199.05,4,5,7.42,83,27.6,14.84,163
ORD_000572,2023-09-06,SUP_014,PRD_0093,Apparel,North,188,20.53,17,18,6.95,369,50.4,11.37,89
ORD_000573,2023-10-16,SUP_001,PRD_0068,Pharma,South,223,184.24,21,21,1.97,1020,41.3,13.37,26
ORD_000574,2023-05-26,SUP_010,PRD_0014,FMCG,South,24,18.05,6,6,6.65,1350,29.8,9.61,88
ORD_000575,2023-11-01,SUP_001,PRD_0084,Pharma,West,176,189.59,3,3,8.0,1165,9.5,13.02,184
ORD_000576,2023-05-25,SUP_012,PRD_0010,Pharma,Central,205,20.33,13,15,2.04,491,58.0,13.05,42
ORD_000577,2023-01-11,SUP_013,PRD_0052,FMCG,South,71,61.11,9,9,6.41,635,54.4,9.25,111
ORD_000578,2023-12-07,SUP_009,PRD_0026,Industrial,West,208,96.34,6,8,4.5,866,7.2,6.63,114
ORD_000579,2023-11-11,SUP_007,PRD_0012,Electronics,Central,184,194.71,8,8,5.41,1326,41.8,2.75,146
ORD_000580,2023-09-27,SUP_008,PRD_0056,Electronics,West,163,31.42,19,18,1.02,615,50.8,8.08,95
ORD_000581,2023-10-19,SUP_015,PRD_0006,Pharma,North,271,86.13,4,5,0.76,1353,43.8,12.29,110
ORD_000582,2023-05-11,SUP_009,PRD_0003,Electronics,West,101,157.66,21,20,6.74,92,6.8,13.21,96
ORD_000583,2023-06-10,SUP_013,PRD_0086,Industrial,Central,145,69.58,21,23,7.34,383,14.2,1.63,174
ORD_000584,2023-05-13,SUP_001,PRD_0001,Industrial,North,16,36.0,6,6,3.82,1416,25.5,10.04,174
ORD_000585,2023-09-07,SUP_010,PRD_0047,Industrial,East,54,26.77,12,13,0.11,229,49.3,10.59,68
ORD_000586,2023-01-14,SUP_003,PRD_0084,Apparel,West,285,39.8,9,10,2.41,949,10.6,6.62,49
ORD_000587,2023-03-27,SUP_008,PRD_0063,Industrial,North,240,117.87,7,9,1.61,1166,50.1,6.18,105
ORD_000588,2023-01-05,SUP_012,PRD_0056,Industrial,West,293,199.81,6,7,0.3,818,30.2,9.07,176
ORD_000589,2023-12-14,SUP_001,PRD_0068,Electronics,West,171,111.54,18,18,2.14,1327,26.2,7.36,146
ORD_000590,2023-11-15,SUP_007,PRD_0003,Apparel,East,108,94.91,14,15,3.5,1039,14.7,13.68,106
ORD_000591,2023-11-05,SUP_005,PRD_0093,Industrial,West,194,159.6,17,17,6.4,331,38.1,4.6,42
ORD_000592,2023-12-08,SUP_004,PRD_0021,Pharma,West,61,159.11,18,18,7.54,1011,19.6,3.54,32
ORD_000593,2023-01-10,SUP_006,PRD_0087,Apparel,South,267,8.33,14,18,0.51,881,8.6,3.79,163
ORD_000594,2023-04-25,SUP_006,PRD_0046,Electronics,Central,146,179.47,18,18,6.83,1055,37.0,2.01,32
ORD_000595,2023-08-13,SUP_013,PRD_0015,Electronics,Central,62,165.07,17,24,0.34,215,11.7,2.21,72
ORD_000596,2023-07-05,SUP_012,PRD_0057,Pharma,West,60,32.55,8,10,2.91,282,9.1,3.43,126
ORD_000597,2023-01-04,SUP_008,PRD_0044,FMCG,Central,97,18.88,10,14,2.98,849,22.9,10.14,58
ORD_000598,2023-09-29,SUP_003,PRD_0055,Industrial,West,244,190.46,16,18,4.13,1397,23.0,0.93,57
ORD_000599,2023-01-06,SUP_002,PRD_0044,FMCG,West,94,87.95,19,23,3.15,75,40.3,9.8,167
ORD_000600,2023-01-30,SUP_007,PRD_0052,Pharma,East,170,182.03,19,26,0.06,572,54.2,9.35,57
ORD_000601,2023-12-25,SUP_004,PRD_0070,Pharma,Central,236,140.1,15,16,7.1,1328,25.5,3.36,97
ORD_000602,2023-02-13,SUP_007,PRD_0093,Apparel,Central,286,58.22,4,5,0.74,1130,20.1,5.44,182
ORD_000603,2023-03-23,SUP_013,PRD_0070,Pharma,East,133,166.78,3,2,2.43,865,59.2,2.1,35
ORD_000604,2023-07-10,SUP_006,PRD_0016,Electronics,North,239,61.0,11,12,5.89,928,21.7,3.92,168
ORD_000605,2023-10-17,SUP_004,PRD_0045,FMCG,East,81,143.44,20,24,4.16,507,8.1,7.99,69
ORD_000606,2023-07-04,SUP_012,PRD_0055,Industrial,North,57,14.31,17,16,7.11,975,14.5,1.63,193
ORD_000607,2023-09-27,SUP_009,PRD_0100,Industrial,East,265,128.02,15,16,7.97,1411,56.0,7.6,126
ORD_000608,2023-03-25,SUP_008,PRD_0092,Industrial,South,272,172.93,7,8,0.94,435,28.4,0.97,60
ORD_000609,2023-10-14,SUP_002,PRD_0078,Industrial,North,71,75.18,14,18,2.32,1070,10.9,5.89,115
ORD_000610,2023-06-05,SUP_013,PRD_0019,Apparel,Central,225,11.63,12,13,7.15,580,14.5,12.38,145
ORD_000611,2023-01-02,SUP_002,PRD_0006,Industrial,West,168,114.02,6,7,7.2,772,29.6,10.94,175
ORD_000612,2023-03-09,SUP_008,PRD_0098,Industrial,West,86,173.54,7,8,2.6,1279,40.5,6.44,79
ORD_000613,2023-07-22,SUP_011,PRD_0057,FMCG,North,94,142.03,13,14,4.58,1448,19.9,9.85,184
ORD_000614,2023-10-14,SUP_010,PRD_0070,Pharma,North,277,39.5,5,5,3.81,38,9.0,14.07,66
ORD_000615,2023-01-10,SUP_004,PRD_0091,Pharma,West,53,161.77,11,13,4.85,822,36.2,7.63,25
ORD_000616,2023-06-24,SUP_001,PRD_0068,FMCG,West,141,20.02,16,16,7.84,1109,11.8,2.59,85
ORD_000617,2023-02-15,SUP_007,PRD_0087,Apparel,North,176,37.93,7,7,5.71,610,24.6,5.14,125
ORD_000618,2023-06-15,SUP_014,PRD_0016,Electronics,South,132,150.92,11,11,4.69,1009,31.5,7.81,49
ORD_000619,2023-05-18,SUP_009,PRD_0053,Electronics,West,24,82.68,4,4,1.87,38,17.6,14.47,192
ORD_000620,2023-02-21,SUP_011,PRD_0017,FMCG,Central,218,90.3,10,12,6.77,1024,13.8,14.53,115
ORD_000621,2023-10-04,SUP_009,PRD_0055,Pharma,West,31,2.2,8,10,3.72,1271,18.8,14.6,20
ORD_000622,2023-01-31,SUP_005,PRD_0088,Industrial,East,118,117.86,18,18,4.08,93,11.4,8.24,37
ORD_000623,2023-06-03,SUP_002,PRD_0018,Pharma,East,231,43.75,5,5,4.04,651,53.3,14.21,182
ORD_000624,2023-05-14,SUP_011,PRD_0042,FMCG,South,245,191.88,17,17,2.63,1416,9.8,13.87,175
ORD_000625,2023-09-01,SUP_011,PRD_0023,Industrial,Central,260,152.97,3,7,4.31,1329,39.8,8.31,191
ORD_000626,2023-08-16,SUP_014,PRD_0049,Pharma,East,208,37.08,6,6,6.14,1427,59.1,2.31,114
ORD_000627,2023-04-09,SUP_012,PRD_0003,FMCG,East,108,19.81,17,16,4.91,620,48.9,3.71,146
ORD_000628,2023-07-05,SUP_015,PRD_0091,Pharma,South,13,40.83,4,4,6.57,811,8.4,4.52,148
ORD_000629,2023-09-10,SUP_011,PRD_0095,Pharma,Central,299,36.75,8,9,4.71,133,9.4,14.04,78
ORD_000630,2023-09-25,SUP_011,PRD_0003,Pharma,Central,139,136.77,11,11,7.06,4,56.4,9.79,186
ORD_000631,2023-01-27,SUP_007,PRD_0036,Electronics,Central,248,100.12,13,13,4.14,89,53.3,3.76,91
ORD_000632,2023-08-04,SUP_001,PRD_0051,Apparel,East,51,176.26,20,21,6.46,462,58.7,6.65,39
ORD_000633,2023-05-08,SUP_005,PRD_0009,Electronics,North,255,87.53,9,9,0.19,1282,56.2,12.69,83
ORD_000634,2023-02-25,SUP_006,PRD_0007,FMCG,Central,131,188.82,18,18,6.21,1268,27.4,1.89,134
ORD_000635,2023-10-24,SUP_001,PRD_0005,Industrial,East,43,156.96,6,5,0.5,905,5.2,9.36,130
ORD_000636,2023-02-03,SUP_009,PRD_0007,FMCG,West,215,20.97,6,8,6.02,477,52.1,11.92,179
ORD_000637,2023-01-06,SUP_013,PRD_0055,Pharma,Central,61,69.24,17,17,7.5,53,28.3,5.26,69
ORD_000638,2023-02-25,SUP_012,PRD_0009,Pharma,South,74,128.2,6,5,2.05,862,29.9,9.5,67
ORD_000639,2023-05-05,SUP_001,PRD_0017,FMCG,Central,233,103.6,7,9,5.21,732,20.0,13.34,57
ORD_000640,2023-03-17,SUP_006,PRD_0038,FMCG,North,275,118.12,18,18,5.43,117,15.8,12.38,163
ORD_000641,2023-01-28,SUP_004,PRD_0082,Apparel,North,184,39.49,16,16,3.81,1416,59.0,9.2,104
ORD_000642,2023-10-24,SUP_010,PRD_0039,Industrial,East,93,22.76,21,28,7.01,86,30.8,13.84,183
ORD_000643,2023-04-25,SUP_004,PRD_0031,Industrial,East,202,42.65,10,11,1.47,13,23.0,1.57,27
ORD_000644,2023-10-12,SUP_008,PRD_0025,Pharma,East,32,195.11,6,6,1.59,581,12.1,13.34,64
ORD_000645,2023-06-23,SUP_004,PRD_0003,Apparel,East,61,6.16,20,20,5.42,776,40.0,13.33,106
ORD_000646,2023-04-18,SUP_006,PRD_0048,Apparel,Central,232,175.92,12,13,0.52,295,53.2,2.4,68
ORD_000647,2023-04-09,SUP_006,PRD_0041,Pharma,West,135,184.36,20,20,6.1,1202,13.0,8.26,58
ORD_000648,2023-06-17,SUP_013,PRD_0036,Apparel,Central,260,43.43,10,9,0.65,963,47.9,9.42,62
ORD_000649,2023-09-18,SUP_011,PRD_0097,Pharma,East,265,104.74,15,17,1.43,1459,23.7,10.57,146
ORD_000650,2023-08-31,SUP_011,PRD_0075,Electronics,South,122,179.19,11,12,3.62,480,25.0,4.94,116
ORD_000651,2023-10-20,SUP_006,PRD_0033,Pharma,North,78,150.82,8,12,2.36,1062,22.4,8.97,139
ORD_000652,2023-09-20,SUP_008,PRD_0056,Industrial,East,264,64.77,13,13,3.06,367,27.6,4.35,39
ORD_000653,2023-07-03,SUP_009,PRD_0066,Pharma,North,151,185.47,5,5,0.79,146,22.9,8.42,105
ORD_000654,2023-04-11,SUP_012,PRD_0099,FMCG,South,80,199.68,13,13,6.02,1112,54.9,0.62,96
ORD_000655,2023-05-25,SUP_007,PRD_0052,Pharma,North,251,131.51,14,16,7.91,305,52.2,3.8,73
ORD_000656,2023-08-31,SUP_013,PRD_0071,Industrial,West,184,158.8,10,11,2.5,384,26.9,14.16,126
ORD_000657,2023-04-18,SUP_009,PRD_0004,FMCG,South,75,62.5,17,18,5.9,1023,49.0,12.6,106
ORD_000658,2023-04-26,SUP_013,PRD_0052,Pharma,East,176,118.22,16,16,4.54,65,55.5,2.73,104
ORD_000659,2023-10-18,SUP_007,PRD_0027,Industrial,North,283,78.51,21,25,3.8,673,35.0,7.05,97
ORD_000660,2023-02-17,SUP_009,PRD_0023,Electronics,Central,260,7.31,8,7,1.59,790,18.5,3.88,188
ORD_000661,2023-09-26,SUP_006,PRD_0067,Electronics,South,177,172.22,5,6,3.29,321,59.4,2.37,127
ORD_000662,2023-09-02,SUP_015,PRD_0027,Apparel,South,168,87.58,5,5,5.68,972,11.2,8.84,99
ORD_000663,2023-10-28,SUP_011,PRD_0059,FMCG,South,13,198.23,9,10,3.57,817,37.1,4.08,104
ORD_000664,2023-10-19,SUP_010,PRD_0006,Electronics,East,243,70.66,18,19,6.74,609,24.7,12.44,64
ORD_000665,2023-08-01,SUP_010,PRD_0094,Industrial,West,206,182.34,10,10,1.47,1164,7.5,10.63,31
ORD_000666,2023-05-03,SUP_011,PRD_0069,FMCG,North,121,181.93,8,8,3.29,1132,9.0,5.85,46
ORD_000667,2023-09-16,SUP_003,PRD_0033,Apparel,Central,32,93.51,13,13,0.59,1422,41.2,7.2,107
ORD_000668,2023-07-24,SUP_001,PRD_0033,Electronics,South,177,134.72,9,9,3.71,944,6.0,8.45,82
ORD_000669,2024-01-01,SUP_014,PRD_0036,Apparel,South,19,122.18,17,17,1.42,254,33.0,6.17,39
ORD_000670,2023-12-10,SUP_003,PRD_0057,FMCG,South,120,143.45,3,5,7.14,1090,14.5,10.6,182
ORD_000671,2023-09-25,SUP_005,PRD_0057,Electronics,Central,12,11.64,6,6,3.02,413,55.9,5.93,81
ORD_000672,2023-04-13,SUP_001,PRD_0002,FMCG,South,42,45.67,5,4,7.06,1360,11.7,2.92,126
ORD_000673,2023-09-20,SUP_006,PRD_0072,Apparel,Central,116,187.0,6,8,3.16,876,9.0,3.6,111
ORD_000674,2023-06-15,SUP_011,PRD_0041,Electronics,West,118,92.84,8,7,0.53,570,39.7,5.85,37
ORD_000675,2023-04-22,SUP_010,PRD_0064,Electronics,Central,97,51.88,16,16,0.76,664,58.9,10.6,193
ORD_000676,2023-12-22,SUP_011,PRD_0098,FMCG,West,44,68.35,7,7,4.87,1198,28.0,7.91,79
ORD_000677,2023-09-15,SUP_001,PRD_0030,Electronics,Central,73,63.15,21,23,5.9,498,37.9,1.37,115
ORD_000678,2023-09-13,SUP_007,PRD_0027,Electronics,South,237,148.37,12,12,2.63,569,20.4,11.91,30
ORD_000679,2023-09-24,SUP_005,PRD_0097,Electronics,South,179,69.86,16,17,1.65,110,54.6,10.14,83
ORD_000680,2023-12-18,SUP_007,PRD_0067,FMCG,South,236,126.7,10,11,0.52,1006,6.1,3.29,182
ORD_000681,2023-03-14,SUP_003,PRD_0076,Pharma,South,130,102.47,9,9,3.41,956,20.1,10.96,82
ORD_000682,2023-08-06,SUP_005,PRD_0037,Pharma,West,113,55.83,8,9,6.25,163,57.2,5.71,116
ORD_000683,2023-03-27,SUP_009,PRD_0079,Industrial,South,256,5.92,18,18,3.05,170,46.0,13.86,172
ORD_000684,2023-10-03,SUP_003,PRD_0033,Industrial,West,166,91.81,7,8,3.0,1241,29.9,5.33,140
ORD_000685,2023-04-11,SUP_001,PRD_0002,Pharma,East,261,82.1,7,11,3.33,808,58.3,5.91,145
